size,lambda,depth,dataset,B,accuracy,distortion,dim,aspectRatio,blocks
2.03970422E8,4,9,../datasets/mnist,4.336105909863946,0.8844,1.00178,784,0.0,16,
2.39344168E8,5,9,../datasets/mnist,5.088098809523809,0.9432,1.00038,784,0.0,16,
2.66771098E8,6,9,../datasets/mnist,5.671154294217687,0.9693,1.0001,784,0.0,16,
2.83397922E8,7,9,../datasets/mnist,6.02461568877551,0.9862,1.00002,784,0.0,16,
2.87685305E8,8,9,../datasets/mnist,6.115759034863945,0.9933,1.00001,784,0.0,16,
6.2335597E7,1,10,../datasets/mnist,1.3251615008503401,0.1965,1.17129,784,0.0,2,
1.17556964E8,2,10,../datasets/mnist,2.499085119047619,0.3061,1.10562,784,0.0,2,
1.72071223E8,3,10,../datasets/mnist,3.6579766794217687,0.5074,1.04598,784,0.0,2,
2.27630671E8,4,10,../datasets/mnist,4.839087393707483,0.6643,1.02201,784,0.0,2,
2.82303422E8,5,10,../datasets/mnist,6.001348256802721,0.8429,1.00455,784,0.0,2,
3.37526212E8,6,10,../datasets/mnist,7.17530212585034,0.9295,1.00063,784,0.0,2,
3.92398606E8,7,10,../datasets/mnist,8.341807100340136,0.9684,1.00012,784,0.0,2,
4.47166902E8,8,10,../datasets/mnist,9.506099107142857,0.984,1.00003,784,0.0,2,
5.01396317E8,9,10,../datasets/mnist,10.658935310374149,0.9934,1.0,784,0.0,2,
5.896003E7,1,2,../datasets/mnist,1.2534019982993196,0.2231,1.15304,784,0.0,2,
6.0666655E7,1,3,../datasets/mnist,1.2896822916666666,0.1594,1.20302,784,0.0,2,
1.14774964E8,2,3,../datasets/mnist,2.439943962585034,0.3186,1.10082,784,0.0,2,
6.0447281E7,1,4,../datasets/mnist,1.2850187287414967,0.1979,1.17463,784,0.0,2,
1.15787745E8,2,4,../datasets/mnist,2.4614741709183674,0.285,1.11128,784,0.0,2,
1.69917085E8,3,4,../datasets/mnist,3.6121829294217687,0.4902,1.04798,784,0.0,2,
6.171332E7,1,5,../datasets/mnist,1.3119328231292517,0.1619,1.20756,784,0.0,2,
1.15904616E8,2,5,../datasets/mnist,2.4639586734693877,0.315,1.10325,784,0.0,2,
1.70472287E8,3,5,../datasets/mnist,3.623985693027211,0.4943,1.04937,784,0.0,2,
2.2513223E8,4,5,../datasets/mnist,4.785974277210884,0.6906,1.0188,784,0.0,2,
6.127989E7,1,6,../datasets/mnist,1.30271875,0.1895,1.18063,784,0.0,2,
1.16741892E8,2,6,../datasets/mnist,2.4817579081632655,0.2917,1.11122,784,0.0,2,
1.71572722E8,3,6,../datasets/mnist,3.647379294217687,0.4667,1.05662,784,0.0,2,
2.26519781E8,4,6,../datasets/mnist,4.815471534863946,0.6381,1.02507,784,0.0,2,
2.80501746E8,5,6,../datasets/mnist,5.963047321428571,0.8346,1.00472,784,0.0,2,
6.1391718E7,1,7,../datasets/mnist,1.3050960459183674,0.1968,1.17361,784,0.0,2,
1.16913608E8,2,7,../datasets/mnist,2.4854083333333334,0.304,1.10632,784,0.0,2,
1.71248772E8,3,7,../datasets/mnist,3.6404926020408164,0.4851,1.05091,784,0.0,2,
2.26646622E8,4,7,../datasets/mnist,4.818167984693877,0.6594,1.02343,784,0.0,2,
2.81473748E8,5,7,../datasets/mnist,5.983710629251701,0.8461,1.004,784,0.0,2,
3.35746602E8,6,7,../datasets/mnist,7.137470280612245,0.9337,1.00055,784,0.0,2,
6.1894546E7,1,8,../datasets/mnist,1.3157854166666667,0.1827,1.18386,784,0.0,2,
1.16842915E8,2,8,../datasets/mnist,2.483905505952381,0.3146,1.10096,784,0.0,2,
1.71935894E8,3,8,../datasets/mnist,3.655099787414966,0.4822,1.05337,784,0.0,2,
2.26935739E8,4,8,../datasets/mnist,4.824314179421768,0.6564,1.0239,784,0.0,2,
2.81522777E8,5,8,../datasets/mnist,5.984752912414966,0.8343,1.00522,784,0.0,2,
3.36290021E8,6,8,../datasets/mnist,7.149022555272109,0.9295,1.0007,784,0.0,2,
3.91657716E8,7,8,../datasets/mnist,8.326056887755103,0.9687,1.00011,784,0.0,2,
6.2012765E7,1,9,../datasets/mnist,1.318298575680272,0.1881,1.18091,784,0.0,2,
1.17413392E8,2,9,../datasets/mnist,2.496032993197279,0.3198,1.10007,784,0.0,2,
1.71872017E8,3,9,../datasets/mnist,3.653741857993197,0.5057,1.04808,784,0.0,2,
2.27108737E8,4,9,../datasets/mnist,4.827991857993197,0.6767,1.02105,784,0.0,2,
2.81876405E8,5,9,../datasets/mnist,5.992270514455782,0.8415,1.00474,784,0.0,2,
3.37539142E8,6,9,../datasets/mnist,7.17557699829932,0.9284,1.00063,784,0.0,2,
3.91914497E8,7,9,../datasets/mnist,8.331515667517007,0.9652,1.00012,784,0.0,2,
4.46147794E8,8,9,../datasets/mnist,9.484434396258504,0.984,1.00003,784,0.0,2,
1.11567254E8,1,10,../datasets/mnist,2.371752848639456,0.5311,1.04063,784,0.0,32,
1.48749385E8,2,10,../datasets/mnist,3.162189306972789,0.782,1.00715,784,0.0,32,
1.8583146E8,3,10,../datasets/mnist,3.9504987244897958,0.8979,1.00132,784,0.0,32,
2.20931874E8,4,10,../datasets/mnist,4.696680994897959,0.9505,1.00029,784,0.0,32,
2.50833761E8,5,10,../datasets/mnist,5.332350361394558,0.9744,1.00007,784,0.0,32,
2.71648396E8,6,10,../datasets/mnist,5.774838350340136,0.9883,1.00001,784,0.0,32,
2.83228307E8,7,10,../datasets/mnist,6.021009927721089,0.9924,1.00001,784,0.0,32,
2.86648401E8,8,10,../datasets/mnist,6.093716007653061,0.9958,1.0,784,0.0,32,
2.87066965E8,9,10,../datasets/mnist,6.102614051870749,0.996,1.0,784,0.0,32,
2.3343671E7,1,2,../datasets/mnist,0.4962515093537415,0.3272,1.08871,784,0.0,32,
3.4456793E7,1,3,../datasets/mnist,0.7324998511904762,0.4808,1.04675,784,0.0,32,
3.5096406E7,2,3,../datasets/mnist,0.7460970663265306,0.5411,1.0332,784,0.0,32,
5.1326881E7,1,4,../datasets/mnist,1.0911326743197278,0.5321,1.03998,784,0.0,32,
5.4614145E7,2,4,../datasets/mnist,1.161014987244898,0.7274,1.00986,784,0.0,32,
5.5130231E7,3,4,../datasets/mnist,1.1719862032312924,0.7512,1.00816,784,0.0,32,
6.9821817E7,1,5,../datasets/mnist,1.4843073341836734,0.5379,1.0366,784,0.0,32,
8.2067135E7,2,5,../datasets/mnist,1.744624468537415,0.7831,1.00661,784,0.0,32,
8.5243785E7,3,5,../datasets/mnist,1.812155293367347,0.8627,1.00227,784,0.0,32,
8.5304551E7,4,5,../datasets/mnist,1.813447087585034,0.8784,1.00186,784,0.0,32,
8.6355911E7,1,6,../datasets/mnist,1.8357974277210884,0.5348,1.03786,784,0.0,32,
1.07292728E8,2,6,../datasets/mnist,2.2808828231292515,0.7945,1.00587,784,0.0,32,
1.18890305E8,3,6,../datasets/mnist,2.5274299532312927,0.9028,1.00119,784,0.0,32,
1.22289582E8,4,6,../datasets/mnist,2.5996934948979593,0.9297,1.00052,784,0.0,32,
1.22896682E8,5,6,../datasets/mnist,2.612599532312925,0.934,1.00047,784,0.0,32,
9.6247197E7,1,7,../datasets/mnist,2.0460713647959183,0.5317,1.03863,784,0.0,32,
1.26792328E8,2,7,../datasets/mnist,2.6954151360544216,0.7847,1.00666,784,0.0,32,
1.47526334E8,3,7,../datasets/mnist,3.136189073129252,0.8997,1.00125,784,0.0,32,
1.5938176E8,4,7,../datasets/mnist,3.38821768707483,0.9458,1.00033,784,0.0,32,
1.62865628E8,5,7,../datasets/mnist,3.4622795068027212,0.9657,1.00013,784,0.0,32,
1.63045821E8,6,7,../datasets/mnist,3.4661101403061223,0.971,1.00009,784,0.0,32,
1.01926175E8,1,8,../datasets/mnist,2.1667979379251703,0.5283,1.04169,784,0.0,32,
1.3774515E8,2,8,../datasets/mnist,2.9282557397959184,0.7813,1.00654,784,0.0,32,
1.6786662E8,3,8,../datasets/mnist,3.568593112244898,0.9015,1.00123,784,0.0,32,
1.88332634E8,4,8,../datasets/mnist,4.003669940476191,0.9511,1.0003,784,0.0,32,
2.00615771E8,5,8,../datasets/mnist,4.264791050170068,0.9729,1.00008,784,0.0,32,
2.03193007E8,6,8,../datasets/mnist,4.3195792304421765,0.9832,1.00003,784,0.0,32,
2.03480713E8,7,8,../datasets/mnist,4.325695429421769,0.9866,1.00002,784,0.0,32,
1.06260506E8,1,9,../datasets/mnist,2.2589393282312926,0.5374,1.03489,784,0.0,32,
1.44009693E8,2,9,../datasets/mnist,3.061430548469388,0.7854,1.00698,784,0.0,32,
1.79094886E8,3,9,../datasets/mnist,3.807289243197279,0.9047,1.00123,784,0.0,32,
2.0906966E8,4,9,../datasets/mnist,4.4445080782312925,0.9519,1.00028,784,0.0,32,
2.29816671E8,5,9,../datasets/mnist,4.885558482142857,0.9768,1.00007,784,0.0,32,
2.41232964E8,6,9,../datasets/mnist,5.128251785714285,0.9871,1.00002,784,0.0,32,
2.44742374E8,7,9,../datasets/mnist,5.202856590136054,0.9905,1.00001,784,0.0,32,
2.45569258E8,8,9,../datasets/mnist,5.220434906462585,0.992,1.00001,784,0.0,32,
7.2973977E7,1,10,../datasets/mnist,1.5513175382653062,0.0842,1.29995,784,0.0,4,
1.25361289E8,2,10,../datasets/mnist,2.664993388605442,0.207,1.15547,784,0.0,4,
1.79192426E8,3,10,../datasets/mnist,3.809362797619048,0.3681,1.07551,784,0.0,4,
2.32269706E8,4,10,../datasets/mnist,4.937706335034013,0.6717,1.01617,784,0.0,4,
2.85704997E8,5,10,../datasets/mnist,6.073660650510204,0.8639,1.00219,784,0.0,4,
3.37681009E8,6,10,../datasets/mnist,7.178592878401361,0.9405,1.00039,784,0.0,4,
3.89363461E8,7,10,../datasets/mnist,8.277284460034014,0.9723,1.00008,784,0.0,4,
4.34433028E8,8,10,../datasets/mnist,9.23539600340136,0.9869,1.00002,784,0.0,4,
4.69228962E8,9,10,../datasets/mnist,9.975105484693877,0.9933,1.00001,784,0.0,4,
4.5762834E7,1,2,../datasets/mnist,0.9728493622448979,0.1683,1.19171,784,0.0,4,
6.0656993E7,1,3,../datasets/mnist,1.2894768920068027,0.0947,1.2764,784,0.0,4,
9.3586557E7,2,3,../datasets/mnist,1.9895101403061224,0.2627,1.12285,784,0.0,4,
6.6612688E7,1,4,../datasets/mnist,1.4160860544217686,0.0985,1.27329,784,0.0,4,
1.12390003E8,2,4,../datasets/mnist,2.3892432610544216,0.1838,1.16446,784,0.0,4,
1.46199605E8,3,4,../datasets/mnist,3.107984800170068,0.4345,1.0555,784,0.0,4,
6.9277948E7,1,5,../datasets/mnist,1.472745493197279,0.0917,1.29298,784,0.0,4,
1.19977396E8,2,5,../datasets/mnist,2.550539880952381,0.1937,1.16195,784,0.0,4,
1.6625477E8,3,5,../datasets/mnist,3.534327593537415,0.3766,1.06859,784,0.0,4,
1.99778575E8,4,5,../datasets/mnist,4.246993516156462,0.6877,1.01352,784,0.0,4,
7.0293964E7,1,6,../datasets/mnist,1.4943444727891158,0.0877,1.28305,784,0.0,4,
1.22658839E8,2,6,../datasets/mnist,2.6075433460884354,0.1871,1.16386,784,0.0,4,
1.74119739E8,3,6,../datasets/mnist,3.7015250637755104,0.3632,1.07505,784,0.0,4,
2.19332782E8,4,6,../datasets/mnist,4.66268669217687,0.6725,1.01539,784,0.0,4,
2.5405837E8,5,6,../datasets/mnist,5.400900722789116,0.8693,1.00203,784,0.0,4,
7.068786E7,1,7,../datasets/mnist,1.502718112244898,0.092,1.27925,784,0.0,4,
1.23578411E8,2,7,../datasets/mnist,2.6270920705782315,0.1984,1.15838,784,0.0,4,
1.76539284E8,3,7,../datasets/mnist,3.7529609693877553,0.3597,1.07557,784,0.0,4,
2.27784357E8,4,7,../datasets/mnist,4.842354528061224,0.6643,1.01611,784,0.0,4,
2.73520047E8,5,7,../datasets/mnist,5.814626849489796,0.8689,1.00224,784,0.0,4,
3.07144691E8,6,7,../datasets/mnist,6.5294364583333335,0.9396,1.0004,784,0.0,4,
7.1191851E7,1,8,../datasets/mnist,1.513432206632653,0.0895,1.28937,784,0.0,4,
1.25040698E8,2,8,../datasets/mnist,2.6581781037414967,0.177,1.16915,784,0.0,4,
1.77768126E8,3,8,../datasets/mnist,3.77908431122449,0.358,1.0745,784,0.0,4,
2.30707763E8,4,8,../datasets/mnist,4.904501764455782,0.6486,1.01769,784,0.0,4,
2.80965948E8,5,8,../datasets/mnist,5.9729155612244895,0.8711,1.00203,784,0.0,4,
3.26931669E8,6,8,../datasets/mnist,6.95007799744898,0.9382,1.00042,784,0.0,4,
3.61713655E8,7,8,../datasets/mnist,7.689490965136055,0.9694,1.00009,784,0.0,4,
7.1616773E7,1,9,../datasets/mnist,1.522465412414966,0.1001,1.27014,784,0.0,4,
1.25677132E8,2,9,../datasets/mnist,2.6717077380952383,0.1658,1.17606,784,0.0,4,
1.77575996E8,3,9,../datasets/mnist,3.7749999149659863,0.4182,1.06252,784,0.0,4,
2.31265103E8,4,9,../datasets/mnist,4.916349978741497,0.6871,1.01386,784,0.0,4,
2.83352937E8,5,9,../datasets/mnist,6.023659375,0.8665,1.0023,784,0.0,4,
3.35076585E8,6,9,../datasets/mnist,7.123226721938775,0.9417,1.00037,784,0.0,4,
3.80819343E8,7,9,../datasets/mnist,8.095649298469388,0.9711,1.00009,784,0.0,4,
4.16231777E8,8,9,../datasets/mnist,8.848464647108843,0.987,1.00002,784,0.0,4,
7.2692501E7,1,10,../datasets/mnist,1.5453337797619047,0.0684,1.31203,784,0.0,8,
1.16518198E8,2,10,../datasets/mnist,2.4770025085034013,0.2012,1.14586,784,0.0,8,
1.59738338E8,3,10,../datasets/mnist,3.39579800170068,0.5467,1.03102,784,0.0,8,
2.03930435E8,4,10,../datasets/mnist,4.335255846088435,0.7576,1.00756,784,0.0,8,
2.46443645E8,5,10,../datasets/mnist,5.23902306547619,0.9065,1.00096,784,0.0,8,
2.88635422E8,6,10,../datasets/mnist,6.135957100340136,0.9504,1.00027,784,0.0,8,
3.27734437E8,7,10,../datasets/mnist,6.967143643707483,0.9808,1.00004,784,0.0,8,
3.5984542E8,8,10,../datasets/mnist,7.649775085034014,0.9872,1.00001,784,0.0,8,
3.79820098E8,9,10,../datasets/mnist,8.074406845238094,0.9955,1.0,784,0.0,8,
3.3973938E7,1,2,../datasets/mnist,0.7222350765306123,0.1487,1.21307,784,0.0,8,
5.0891745E7,1,3,../datasets/mnist,1.0818823341836734,0.0949,1.28034,784,0.0,8,
7.1257703E7,2,3,../datasets/mnist,1.5148321215986396,0.3041,1.10404,784,0.0,8,
6.1250175E7,1,4,../datasets/mnist,1.3020870535714286,0.0765,1.30335,784,0.0,8,
9.3884329E7,2,4,../datasets/mnist,1.9958403273809524,0.2021,1.15516,784,0.0,8,
1.12343426E8,3,4,../datasets/mnist,2.3882531037414965,0.5171,1.036,784,0.0,8,
6.5223869E7,1,5,../datasets/mnist,1.3865618409863945,0.0715,1.31594,784,0.0,8,
1.05345109E8,2,5,../datasets/mnist,2.239479357993197,0.2028,1.14586,784,0.0,8,
1.36585167E8,3,5,../datasets/mnist,2.903596237244898,0.5352,1.03385,784,0.0,8,
1.56615277E8,4,5,../datasets/mnist,3.3294063988095237,0.7914,1.00555,784,0.0,8,
6.7450767E7,1,6,../datasets/mnist,1.4339023596938776,0.0734,1.31196,784,0.0,8,
1.09361116E8,2,6,../datasets/mnist,2.3248536564625852,0.2191,1.13761,784,0.0,8,
1.49666916E8,3,6,../datasets/mnist,3.181694642857143,0.4938,1.0414,784,0.0,8,
1.81055489E8,4,6,../datasets/mnist,3.8489687287414966,0.7667,1.00703,784,0.0,8,
2.01340981E8,5,6,../datasets/mnist,4.280207929421769,0.9013,1.00112,784,0.0,8,
6.8959231E7,1,7,../datasets/mnist,1.4659700467687076,0.0749,1.31041,784,0.0,8,
1.12445766E8,2,7,../datasets/mnist,2.390428698979592,0.2017,1.14568,784,0.0,8,
1.54098599E8,3,7,../datasets/mnist,3.2759055909863948,0.5038,1.03899,784,0.0,8,
1.94043036E8,4,7,../datasets/mnist,4.125064540816327,0.7847,1.00608,784,0.0,8,
2.25976659E8,5,7,../datasets/mnist,4.803925573979591,0.9045,1.00103,784,0.0,8,
2.46221985E8,6,7,../datasets/mnist,5.2343109056122445,0.956,1.00021,784,0.0,8,
7.012332E7,1,8,../datasets/mnist,1.490716836734694,0.0722,1.3136,784,0.0,8,
1.13869718E8,2,8,../datasets/mnist,2.420699787414966,0.211,1.14491,784,0.0,8,
1.56956986E8,3,8,../datasets/mnist,3.3366706207482992,0.5074,1.03715,784,0.0,8,
1.9874145E8,4,8,../datasets/mnist,4.224945790816326,0.7773,1.00618,784,0.0,8,
2.38795915E8,5,8,../datasets/mnist,5.0764437712585035,0.9017,1.00115,784,0.0,8,
2.70782422E8,6,8,../datasets/mnist,5.7564290391156465,0.9547,1.00024,784,0.0,8,
2.9045744E8,7,8,../datasets/mnist,6.174690476190476,0.9743,1.00006,784,0.0,8,
7.093544E7,1,9,../datasets/mnist,1.5079812925170069,0.0809,1.29102,784,0.0,8,
1.15069079E8,2,9,../datasets/mnist,2.446196407312925,0.2361,1.13161,784,0.0,8,
1.58716734E8,3,9,../datasets/mnist,3.374080229591837,0.496,1.0403,784,0.0,8,
2.0201559E8,4,9,../datasets/mnist,4.294549107142857,0.7593,1.00767,784,0.0,8,
2.4331616E8,5,9,../datasets/mnist,5.172537414965986,0.9049,1.00109,784,0.0,8,
2.83423516E8,6,9,../datasets/mnist,6.025159778911565,0.9537,1.00024,784,0.0,8,
3.15125873E8,7,9,../datasets/mnist,6.699104443027211,0.9756,1.00007,784,0.0,8,
3.36018665E8,8,9,../datasets/mnist,7.1432539328231295,0.9881,1.00001,784,0.0,8,
